Divipola,capacidad,precio,x_ij
19212,1074.0,3111202.75,"[1.0, 0.0]"
19300,1074.0,3111202.75,"[1.0, 0.0]"
19455,1074.0,3111202.75,"[1.0, 0.0]"
19532,1074.0,3111202.75,"[1.0, 0.0]"
19548,1074.0,3111202.75,"[1.0, 0.0]"
19573,1074.0,3111202.75,"[1.0, 0.0]"
19622,1074.0,3111202.75,"[1.0, 0.0]"
19698,4118.79,4600000.0,Arrendar
19780,1074.0,3111202.75,"[1.0, 0.0]"
19807,1074.0,3111202.75,"[1.0, 0.0]"
19845,1074.0,3111202.75,"[1.0, 0.0]"
20001,3492.0,7916183.5,"[1.0, 1.0]"
20011,2418.0,4804980.75,"[0.0, 1.0]"
20013,1074.0,3111202.75,"[1.0, 0.0]"
20032,1074.0,3111202.75,"[1.0, 0.0]"
20045,1074.0,3111202.75,"[1.0, 0.0]"
20060,1074.0,3111202.75,"[1.0, 0.0]"
20228,1074.0,3111202.75,"[1.0, 0.0]"
20238,1074.0,3111202.75,"[1.0, 0.0]"
20250,1074.0,3111202.75,"[1.0, 0.0]"
20295,1074.0,3111202.75,"[1.0, 0.0]"
20383,1074.0,3111202.75,"[1.0, 0.0]"
20400,1074.0,3111202.75,"[1.0, 0.0]"
20570,1074.0,3111202.75,"[1.0, 0.0]"
20614,1074.0,3111202.75,"[1.0, 0.0]"
20621,1074.0,3111202.75,"[1.0, 0.0]"
20710,1074.0,3111202.75,"[1.0, 0.0]"
20770,1074.0,3111202.75,"[1.0, 0.0]"
23001,6768.885,5659375.0,Arrendar
23162,13425.0,1000000.0,Arrendar
23189,1074.0,3111202.75,"[1.0, 0.0]"
23417,2418.0,4804980.75,"[0.0, 1.0]"
23466,1074.0,3111202.75,"[1.0, 0.0]"
23555,1074.0,3111202.75,"[1.0, 0.0]"
23580,1074.0,3111202.75,"[1.0, 0.0]"
23660,1074.0,3111202.75,"[1.0, 0.0]"
23670,1074.0,3111202.75,"[1.0, 0.0]"
23807,1074.0,3111202.75,"[1.0, 0.0]"
25001,483.30000000000007,375000.0,Arrendar
25019,1074.0,3111202.75,"[1.0, 0.0]"
25035,1074.0,3111202.75,"[1.0, 0.0]"
25040,1074.0,3111202.75,"[1.0, 0.0]"
25053,1074.0,3111202.75,"[1.0, 0.0]"
25099,1074.0,3111202.75,"[1.0, 0.0]"
25126,1074.0,3111202.75,"[1.0, 0.0]"
25148,1074.0,3111202.75,"[1.0, 0.0]"
25151,1074.0,3111202.75,"[1.0, 0.0]"
25175,2418.0,4804980.75,"[0.0, 1.0]"
25183,1074.0,3111202.75,"[1.0, 0.0]"
25200,1074.0,3111202.75,"[1.0, 0.0]"
25214,1074.0,3111202.75,"[1.0, 0.0]"
25224,1074.0,3111202.75,"[1.0, 0.0]"
25245,1074.0,3111202.75,"[1.0, 0.0]"
25260,2148.0,1625000.0,Arrendar
25269,2416.5,2500000.0,Arrendar
25279,1074.0,3111202.75,"[1.0, 0.0]"
25286,1074.0,3111202.75,"[1.0, 0.0]"
25290,2418.0,4804980.75,"[0.0, 1.0]"
25295,1074.0,3111202.75,"[1.0, 0.0]"
25307,1745.25,3250000.0,Arrendar
25317,1074.0,3111202.75,"[1.0, 0.0]"
25320,3222.0000000000005,375000.0,Arrendar
25322,1074.0,3111202.75,"[1.0, 0.0]"
25377,2080.875,2500000.0,Arrendar
25386,1074.0,3111202.75,"[1.0, 0.0]"
25402,1074.0,3111202.75,"[1.0, 0.0]"
25407,1074.0,3111202.75,"[1.0, 0.0]"
25430,2418.0,4804980.75,"[0.0, 1.0]"
25473,2418.0,4804980.75,"[0.0, 1.0]"
25486,1074.0,3111202.75,"[1.0, 0.0]"
25513,1074.0,3111202.75,"[1.0, 0.0]"
25530,1074.0,3111202.75,"[1.0, 0.0]"
25572,1074.0,3111202.75,"[1.0, 0.0]"
25612,1074.0,3111202.75,"[1.0, 0.0]"
25718,1074.0,3111202.75,"[1.0, 0.0]"
25736,1074.0,3111202.75,"[1.0, 0.0]"
25740,1074.0,3111202.75,"[1.0, 0.0]"
25743,1074.0,3111202.75,"[1.0, 0.0]"
25745,1074.0,3111202.75,"[1.0, 0.0]"
25754,3492.0,7916183.5,"[1.0, 1.0]"
25758,1074.0,3111202.75,"[1.0, 0.0]"
25769,1074.0,3111202.75,"[1.0, 0.0]"
25772,1074.0,3111202.75,"[1.0, 0.0]"
25781,1074.0,3111202.75,"[1.0, 0.0]"
25785,1074.0,3111202.75,"[1.0, 0.0]"
25793,1074.0,3111202.75,"[1.0, 0.0]"
25799,1074.0,3111202.75,"[1.0, 0.0]"
25817,1074.0,3111202.75,"[1.0, 0.0]"
25839,1074.0,3111202.75,"[1.0, 0.0]"
25841,1074.0,3111202.75,"[1.0, 0.0]"
25843,1074.0,3111202.75,"[1.0, 0.0]"
25845,1074.0,3111202.75,"[1.0, 0.0]"
25873,1074.0,3111202.75,"[1.0, 0.0]"
25875,1074.0,3111202.75,"[1.0, 0.0]"
25899,2418.0,4804980.75,"[0.0, 1.0]"
27001,1798.95,3012500.0,Arrendar
27205,1074.0,3111202.75,"[1.0, 0.0]"
27245,1074.0,3111202.75,"[1.0, 0.0]"
27361,1074.0,3111202.75,"[1.0, 0.0]"
41001,7518.000000000001,5000000.0,Arrendar
41016,1074.0,3111202.75,"[1.0, 0.0]"
41132,1074.0,3111202.75,"[1.0, 0.0]"
41298,1074.0,3111202.75,"[1.0, 0.0]"
41306,1074.0,3111202.75,"[1.0, 0.0]"
41396,1074.0,3111202.75,"[1.0, 0.0]"
41518,1074.0,3111202.75,"[1.0, 0.0]"
41524,1074.0,3111202.75,"[1.0, 0.0]"
41551,2418.0,4804980.75,"[0.0, 1.0]"
41615,1074.0,3111202.75,"[1.0, 0.0]"
41668,1074.0,3111202.75,"[1.0, 0.0]"
41797,1074.0,3111202.75,"[1.0, 0.0]"
41799,1074.0,3111202.75,"[1.0, 0.0]"
41872,1074.0,3111202.75,"[1.0, 0.0]"
44001,2418.0,4804980.75,"[0.0, 1.0]"
44035,1074.0,3111202.75,"[1.0, 0.0]"
44090,1074.0,3111202.75,"[1.0, 0.0]"
44279,1074.0,3111202.75,"[1.0, 0.0]"
44378,1074.0,3111202.75,"[1.0, 0.0]"
44430,2418.0,4804980.75,"[0.0, 1.0]"
44650,1074.0,3111202.75,"[1.0, 0.0]"
44847,2418.0,4804980.75,"[0.0, 1.0]"
47001,5370.0,12250000.0,Arrendar
47053,1074.0,3111202.75,"[1.0, 0.0]"
47058,1074.0,3111202.75,"[1.0, 0.0]"
47189,2418.0,4804980.75,"[0.0, 1.0]"
47245,1074.0,3111202.75,"[1.0, 0.0]"
47268,1074.0,3111202.75,"[1.0, 0.0]"
47288,1074.0,3111202.75,"[1.0, 0.0]"
47318,1074.0,3111202.75,"[1.0, 0.0]"
47551,1074.0,3111202.75,"[1.0, 0.0]"
47555,1074.0,3111202.75,"[1.0, 0.0]"
47745,1611.0000000000002,2250000.0,Arrendar
47980,1074.0,3111202.75,"[1.0, 0.0]"
50001,7356.900000000001,8750000.0,Arrendar
50006,1074.0,3111202.75,"[1.0, 0.0]"
5001,25507.5,42250000.0,Arrendar
5002,1074.0,3111202.75,"[1.0, 0.0]"
50110,1074.0,3111202.75,"[1.0, 0.0]"
50124,1074.0,3111202.75,"[1.0, 0.0]"
50150,617.5500000000001,2000000.0,Arrendar
50226,1074.0,3111202.75,"[1.0, 0.0]"
5030,1074.0,3111202.75,"[1.0, 0.0]"
5031,1074.0,3111202.75,"[1.0, 0.0]"
50313,1074.0,3111202.75,"[1.0, 0.0]"
50318,1074.0,3111202.75,"[1.0, 0.0]"
5034,1074.0,3111202.75,"[1.0, 0.0]"
5042,1074.0,3111202.75,"[1.0, 0.0]"
5045,3093.12,3000000.0,Arrendar
5051,1074.0,3111202.75,"[1.0, 0.0]"
50568,1074.0,3111202.75,"[1.0, 0.0]"
50573,1074.0,3111202.75,"[1.0, 0.0]"
50606,1074.0,3111202.75,"[1.0, 0.0]"
50680,1074.0,3111202.75,"[1.0, 0.0]"
50689,1074.0,3111202.75,"[1.0, 0.0]"
5079,1423.0500000000002,1950000.0,Arrendar
5088,5910.0,12721164.25,"[1.0, 2.0]"
5101,1074.0,3111202.75,"[1.0, 0.0]"
5113,1074.0,3111202.75,"[1.0, 0.0]"
5129,4027.5,2250000.0,Arrendar
5138,1074.0,3111202.75,"[1.0, 0.0]"
5147,1074.0,3111202.75,"[1.0, 0.0]"
5148,1074.0,3111202.75,"[1.0, 0.0]"
5154,1074.0,3111202.75,"[1.0, 0.0]"
5172,1074.0,3111202.75,"[1.0, 0.0]"
5190,1074.0,3111202.75,"[1.0, 0.0]"
52001,9773.4,1175000.0,Arrendar
52079,1074.0,3111202.75,"[1.0, 0.0]"
5209,1074.0,3111202.75,"[1.0, 0.0]"
5212,1074.0,3111202.75,"[1.0, 0.0]"
52317,1074.0,3111202.75,"[1.0, 0.0]"
5234,1074.0,3111202.75,"[1.0, 0.0]"
52356,2418.0,4804980.75,"[0.0, 1.0]"
5237,1074.0,3111202.75,"[1.0, 0.0]"
52399,1074.0,3111202.75,"[1.0, 0.0]"
5250,1074.0,3111202.75,"[1.0, 0.0]"
5264,1074.0,3111202.75,"[1.0, 0.0]"
5266,2418.0,4804980.75,"[0.0, 1.0]"
52678,1074.0,3111202.75,"[1.0, 0.0]"
5282,1074.0,3111202.75,"[1.0, 0.0]"
52835,3492.0,7916183.5,"[1.0, 1.0]"
52838,1074.0,3111202.75,"[1.0, 0.0]"
5284,1074.0,3111202.75,"[1.0, 0.0]"
5306,1074.0,3111202.75,"[1.0, 0.0]"
5308,1074.0,3111202.75,"[1.0, 0.0]"
5310,1074.0,3111202.75,"[1.0, 0.0]"
5318,1074.0,3111202.75,"[1.0, 0.0]"
5321,1074.0,3111202.75,"[1.0, 0.0]"
5353,1074.0,3111202.75,"[1.0, 0.0]"
5360,3492.0,7916183.5,"[1.0, 1.0]"
5361,1074.0,3111202.75,"[1.0, 0.0]"
5376,1074.0,3111202.75,"[1.0, 0.0]"
5380,1074.0,3111202.75,"[1.0, 0.0]"
5390,1074.0,3111202.75,"[1.0, 0.0]"
5400,1074.0,3111202.75,"[1.0, 0.0]"
54001,75180.00000000001,17500000.0,Arrendar
54003,1074.0,3111202.75,"[1.0, 0.0]"
54099,1074.0,3111202.75,"[1.0, 0.0]"
54172,1074.0,3111202.75,"[1.0, 0.0]"
5425,1074.0,3111202.75,"[1.0, 0.0]"
54261,10740.0,1250000.0,Arrendar
5440,1074.0,3111202.75,"[1.0, 0.0]"
54405,1074.0,3111202.75,"[1.0, 0.0]"
54498,2418.0,4804980.75,"[0.0, 1.0]"
54518,1074.0,3111202.75,"[1.0, 0.0]"
54520,1074.0,3111202.75,"[1.0, 0.0]"
54673,10740.0,1250000.0,Arrendar
54720,1079.37,875000.0,Arrendar
5480,1074.0,3111202.75,"[1.0, 0.0]"
54810,1074.0,3111202.75,"[1.0, 0.0]"
54874,1074.0,3111202.75,"[1.0, 0.0]"
5490,1074.0,3111202.75,"[1.0, 0.0]"
5579,1074.0,3111202.75,"[1.0, 0.0]"
5585,1074.0,3111202.75,"[1.0, 0.0]"
5591,1074.0,3111202.75,"[1.0, 0.0]"
5607,1074.0,3111202.75,"[1.0, 0.0]"
5615,2418.0,4804980.75,"[0.0, 1.0]"
5631,1074.0,3111202.75,"[1.0, 0.0]"
5656,1074.0,3111202.75,"[1.0, 0.0]"
5664,1074.0,3111202.75,"[1.0, 0.0]"
5665,1074.0,3111202.75,"[1.0, 0.0]"
5686,1074.0,3111202.75,"[1.0, 0.0]"
5697,1074.0,3111202.75,"[1.0, 0.0]"
5736,1074.0,3111202.75,"[1.0, 0.0]"
5756,1074.0,3111202.75,"[1.0, 0.0]"
5761,1074.0,3111202.75,"[1.0, 0.0]"
5809,1074.0,3111202.75,"[1.0, 0.0]"
5837,2418.0,4804980.75,"[0.0, 1.0]"
5842,1074.0,3111202.75,"[1.0, 0.0]"
5847,1074.0,3111202.75,"[1.0, 0.0]"
5861,1074.0,3111202.75,"[1.0, 0.0]"
5887,1074.0,3111202.75,"[1.0, 0.0]"
5890,1074.0,3111202.75,"[1.0, 0.0]"
5895,1074.0,3111202.75,"[1.0, 0.0]"
63001,3492.0,7916183.5,"[1.0, 1.0]"
63111,1074.0,3111202.75,"[1.0, 0.0]"
63130,1074.0,3111202.75,"[1.0, 0.0]"
63401,1074.0,3111202.75,"[1.0, 0.0]"
63470,402.75000000000006,875000.0,Arrendar
63594,1074.0,3111202.75,"[1.0, 0.0]"
66001,4994.1,3750000.0,Arrendar
66075,1074.0,3111202.75,"[1.0, 0.0]"
66088,1074.0,3111202.75,"[1.0, 0.0]"
66170,2418.0,4804980.75,"[0.0, 1.0]"
66400,1074.0,3111202.75,"[1.0, 0.0]"
66440,1074.0,3111202.75,"[1.0, 0.0]"
66594,1074.0,3111202.75,"[1.0, 0.0]"
66682,1074.0,3111202.75,"[1.0, 0.0]"
68001,5910.0,12721164.25,"[1.0, 2.0]"
68051,1074.0,3111202.75,"[1.0, 0.0]"
68077,1074.0,3111202.75,"[1.0, 0.0]"
68081,2418.0,4804980.75,"[0.0, 1.0]"
68092,1074.0,3111202.75,"[1.0, 0.0]"
68167,1074.0,3111202.75,"[1.0, 0.0]"
68190,1074.0,3111202.75,"[1.0, 0.0]"
68229,1074.0,3111202.75,"[1.0, 0.0]"
68255,1074.0,3111202.75,"[1.0, 0.0]"
68276,4376.55,7415000.0,Arrendar
68307,4980.675,3750000.0,Arrendar
68406,1074.0,3111202.75,"[1.0, 0.0]"
68418,1074.0,3111202.75,"[1.0, 0.0]"
68500,1074.0,3111202.75,"[1.0, 0.0]"
68547,2685.0,2840000.0,Arrendar
68549,797.445,875000.0,Arrendar
68572,1074.0,3111202.75,"[1.0, 0.0]"
68573,1074.0,3111202.75,"[1.0, 0.0]"
68575,1074.0,3111202.75,"[1.0, 0.0]"
68615,1074.0,3111202.75,"[1.0, 0.0]"
68655,810.87,1125000.0,Arrendar
68679,912.9,1500000.0,Arrendar
68745,1074.0,3111202.75,"[1.0, 0.0]"
68755,1074.0,3111202.75,"[1.0, 0.0]"
68820,1074.0,3111202.75,"[1.0, 0.0]"
68855,1074.0,3111202.75,"[1.0, 0.0]"
68861,1074.0,3111202.75,"[1.0, 0.0]"
68872,1074.0,3111202.75,"[1.0, 0.0]"
68895,1074.0,3111202.75,"[1.0, 0.0]"
70001,4027.5,4832500.0,Arrendar
70215,1074.0,3111202.75,"[1.0, 0.0]"
70221,1074.0,3111202.75,"[1.0, 0.0]"
70670,1074.0,3111202.75,"[1.0, 0.0]"
70708,1074.0,3111202.75,"[1.0, 0.0]"
70713,1074.0,3111202.75,"[1.0, 0.0]"
70820,1074.0,3111202.75,"[1.0, 0.0]"
70823,1074.0,3111202.75,"[1.0, 0.0]"
73001,5910.0,12721164.25,"[1.0, 2.0]"
73026,1074.0,3111202.75,"[1.0, 0.0]"
73124,1074.0,3111202.75,"[1.0, 0.0]"
73168,1074.0,3111202.75,"[1.0, 0.0]"
73200,1074.0,3111202.75,"[1.0, 0.0]"
73268,1074.0,3111202.75,"[1.0, 0.0]"
73275,1074.0,3111202.75,"[1.0, 0.0]"
73283,1074.0,3111202.75,"[1.0, 0.0]"
73319,1074.0,3111202.75,"[1.0, 0.0]"
73347,1074.0,3111202.75,"[1.0, 0.0]"
73349,3222.0000000000005,375000.0,Arrendar
73408,1074.0,3111202.75,"[1.0, 0.0]"
73411,1074.0,3111202.75,"[1.0, 0.0]"
73443,1074.0,3111202.75,"[1.0, 0.0]"
73449,1074.0,3111202.75,"[1.0, 0.0]"
73504,1074.0,3111202.75,"[1.0, 0.0]"
73555,1074.0,3111202.75,"[1.0, 0.0]"
73585,1074.0,3111202.75,"[1.0, 0.0]"
73671,1074.0,3111202.75,"[1.0, 0.0]"
73678,1074.0,3111202.75,"[1.0, 0.0]"
73861,1074.0,3111202.75,"[1.0, 0.0]"
76001,19344.0,38439846.0,"[0.0, 8.0]"
76020,1074.0,3111202.75,"[1.0, 0.0]"
76036,1074.0,3111202.75,"[1.0, 0.0]"
76041,1074.0,3111202.75,"[1.0, 0.0]"
76109,3492.0,7916183.5,"[1.0, 1.0]"
76111,2418.0,4804980.75,"[0.0, 1.0]"
76113,1074.0,3111202.75,"[1.0, 0.0]"
76122,1074.0,3111202.75,"[1.0, 0.0]"
76126,1074.0,3111202.75,"[1.0, 0.0]"
76130,3222.0000000000005,2750000.0,Arrendar
76147,2418.0,4804980.75,"[0.0, 1.0]"
76233,1074.0,3111202.75,"[1.0, 0.0]"
76248,1074.0,3111202.75,"[1.0, 0.0]"
76275,1074.0,3111202.75,"[1.0, 0.0]"
76306,1074.0,3111202.75,"[1.0, 0.0]"
76318,1074.0,3111202.75,"[1.0, 0.0]"
76364,2418.0,4804980.75,"[0.0, 1.0]"
76377,1074.0,3111202.75,"[1.0, 0.0]"
76400,1074.0,3111202.75,"[1.0, 0.0]"
76403,1074.0,3111202.75,"[1.0, 0.0]"
76520,3492.0,7916183.5,"[1.0, 1.0]"
76563,1074.0,3111202.75,"[1.0, 0.0]"
76606,1074.0,3111202.75,"[1.0, 0.0]"
76616,1074.0,3111202.75,"[1.0, 0.0]"
76622,1074.0,3111202.75,"[1.0, 0.0]"
76670,1745.25,1500000.0,Arrendar
76736,1074.0,3111202.75,"[1.0, 0.0]"
76828,1074.0,3111202.75,"[1.0, 0.0]"
76834,2418.0,4804980.75,"[0.0, 1.0]"
76869,1074.0,3111202.75,"[1.0, 0.0]"
76890,1074.0,3111202.75,"[1.0, 0.0]"
76892,1074.0,3111202.75,"[1.0, 0.0]"
76895,1074.0,3111202.75,"[1.0, 0.0]"
8001,15320.61,20561073.25,Arrendar
8078,1074.0,3111202.75,"[1.0, 0.0]"
81001,1074.0,3111202.75,"[1.0, 0.0]"
81065,1074.0,3111202.75,"[1.0, 0.0]"
81736,1074.0,3111202.75,"[1.0, 0.0]"
81794,1074.0,3111202.75,"[1.0, 0.0]"
8296,1074.0,3111202.75,"[1.0, 0.0]"
8372,1074.0,3111202.75,"[1.0, 0.0]"
8421,1074.0,3111202.75,"[1.0, 0.0]"
8433,20137.500000000004,1875000.0,Arrendar
85001,2418.0,4804980.75,"[0.0, 1.0]"
85010,1074.0,3111202.75,"[1.0, 0.0]"
85139,1074.0,3111202.75,"[1.0, 0.0]"
85162,1074.0,3111202.75,"[1.0, 0.0]"
8520,1074.0,3111202.75,"[1.0, 0.0]"
85230,1074.0,3111202.75,"[1.0, 0.0]"
85250,1074.0,3111202.75,"[1.0, 0.0]"
85263,1074.0,3111202.75,"[1.0, 0.0]"
85300,1074.0,3111202.75,"[1.0, 0.0]"
85325,1074.0,3111202.75,"[1.0, 0.0]"
85410,1074.0,3111202.75,"[1.0, 0.0]"
85440,1074.0,3111202.75,"[1.0, 0.0]"
8558,1074.0,3111202.75,"[1.0, 0.0]"
8560,1074.0,3111202.75,"[1.0, 0.0]"
8573,1074.0,3111202.75,"[1.0, 0.0]"
86001,1074.0,3111202.75,"[1.0, 0.0]"
86320,1074.0,3111202.75,"[1.0, 0.0]"
8634,1074.0,3111202.75,"[1.0, 0.0]"
8638,1074.0,3111202.75,"[1.0, 0.0]"
86568,1074.0,3111202.75,"[1.0, 0.0]"
86569,1074.0,3111202.75,"[1.0, 0.0]"
86755,1074.0,3111202.75,"[1.0, 0.0]"
86757,1074.0,3111202.75,"[1.0, 0.0]"
86760,1074.0,3111202.75,"[1.0, 0.0]"
8685,1074.0,3111202.75,"[1.0, 0.0]"
86865,1074.0,3111202.75,"[1.0, 0.0]"
86885,1074.0,3111202.75,"[1.0, 0.0]"
8758,4836.0,9609961.5,"[0.0, 2.0]"
8832,1074.0,3111202.75,"[1.0, 0.0]"
95001,1074.0,3111202.75,"[1.0, 0.0]"
99001,1074.0,3111202.75,"[1.0, 0.0]"
99773,1074.0,3111202.75,"[1.0, 0.0]"
