Divipola,capacidad,costo,x_ij
5887,2418.0,4804980.75,0.0
5890,2418.0,4804980.75,0.0
5895,2418.0,4804980.75,0.0
63001,2418.0,4804980.75,1.0
63111,2418.0,4804980.75,0.0
63130,2418.0,4804980.75,0.0
63401,2418.0,4804980.75,0.0
63470,2418.0,4804980.75,0.0
63594,2418.0,4804980.75,0.0
66001,2418.0,4804980.75,2.0
66075,2418.0,4804980.75,0.0
66088,2418.0,4804980.75,0.0
66170,2418.0,4804980.75,1.0
66400,2418.0,4804980.75,0.0
66440,2418.0,4804980.75,0.0
66594,2418.0,4804980.75,0.0
66682,2418.0,4804980.75,0.0
68001,2418.0,4804980.75,2.0
68051,2418.0,4804980.75,0.0
68077,2418.0,4804980.75,0.0
68081,2418.0,4804980.75,1.0
68092,2418.0,4804980.75,0.0
68167,2418.0,4804980.75,0.0
68190,2418.0,4804980.75,0.0
68229,2418.0,4804980.75,0.0
68255,2418.0,4804980.75,0.0
68276,2418.0,4804980.75,1.0
68307,2418.0,4804980.75,1.0
68406,2418.0,4804980.75,0.0
68418,2418.0,4804980.75,0.0
68500,2418.0,4804980.75,0.0
68547,2418.0,4804980.75,1.0
68549,2418.0,4804980.75,0.0
68572,2418.0,4804980.75,0.0
68573,2418.0,4804980.75,0.0
68575,2418.0,4804980.75,0.0
68615,2418.0,4804980.75,0.0
68655,2418.0,4804980.75,0.0
68679,2418.0,4804980.75,0.0
68745,2418.0,4804980.75,0.0
68755,2418.0,4804980.75,0.0
68820,2418.0,4804980.75,0.0
68855,2418.0,4804980.75,0.0
68861,2418.0,4804980.75,0.0
68872,2418.0,4804980.75,0.0
68895,2418.0,4804980.75,0.0
70001,2418.0,4804980.75,1.0
70215,2418.0,4804980.75,0.0
70221,2418.0,4804980.75,0.0
70670,2418.0,4804980.75,0.0
70708,2418.0,4804980.75,0.0
70713,2418.0,4804980.75,0.0
70820,2418.0,4804980.75,0.0
70823,2418.0,4804980.75,0.0
73001,2418.0,4804980.75,2.0
73026,2418.0,4804980.75,0.0
73124,2418.0,4804980.75,0.0
73168,2418.0,4804980.75,0.0
73200,2418.0,4804980.75,0.0
73268,2418.0,4804980.75,0.0
73275,2418.0,4804980.75,0.0
73283,2418.0,4804980.75,0.0
73319,2418.0,4804980.75,0.0
73347,2418.0,4804980.75,0.0
73349,2418.0,4804980.75,0.0
73408,2418.0,4804980.75,0.0
73411,2418.0,4804980.75,0.0
73443,2418.0,4804980.75,0.0
73449,2418.0,4804980.75,0.0
73504,2418.0,4804980.75,0.0
73555,2418.0,4804980.75,0.0
73585,2418.0,4804980.75,0.0
73671,2418.0,4804980.75,0.0
73678,2418.0,4804980.75,0.0
73861,2418.0,4804980.75,0.0
76001,2418.0,4804980.75,8.0
76020,2418.0,4804980.75,0.0
76036,2418.0,4804980.75,0.0
76041,2418.0,4804980.75,0.0
76109,2418.0,4804980.75,1.0
76111,2418.0,4804980.75,1.0
76113,2418.0,4804980.75,0.0
76122,2418.0,4804980.75,0.0
76126,2418.0,4804980.75,0.0
76130,2418.0,4804980.75,0.0
76147,2418.0,4804980.75,1.0
76233,2418.0,4804980.75,0.0
76248,2418.0,4804980.75,0.0
76275,2418.0,4804980.75,0.0
76306,2418.0,4804980.75,0.0
76318,2418.0,4804980.75,0.0
76364,2418.0,4804980.75,1.0
76377,2418.0,4804980.75,0.0
76400,2418.0,4804980.75,0.0
76403,2418.0,4804980.75,0.0
76520,2418.0,4804980.75,1.0
76563,2418.0,4804980.75,0.0
76606,2418.0,4804980.75,0.0
76616,2418.0,4804980.75,0.0
76622,2418.0,4804980.75,0.0
76670,2418.0,4804980.75,0.0
76736,2418.0,4804980.75,0.0
76828,2418.0,4804980.75,0.0
76834,2418.0,4804980.75,1.0
76869,2418.0,4804980.75,0.0
76890,2418.0,4804980.75,0.0
76892,2418.0,4804980.75,0.0
76895,2418.0,4804980.75,0.0
8001,2418.0,4804980.75,5.0
8078,2418.0,4804980.75,0.0
81001,2418.0,4804980.75,0.0
81065,2418.0,4804980.75,0.0
81736,2418.0,4804980.75,0.0
81794,2418.0,4804980.75,0.0
8296,2418.0,4804980.75,0.0
8372,2418.0,4804980.75,0.0
8421,2418.0,4804980.75,0.0
8433,2418.0,4804980.75,1.0
85001,2418.0,4804980.75,1.0
85010,2418.0,4804980.75,0.0
85139,2418.0,4804980.75,0.0
85162,2418.0,4804980.75,0.0
8520,2418.0,4804980.75,0.0
85230,2418.0,4804980.75,0.0
85250,2418.0,4804980.75,0.0
85263,2418.0,4804980.75,0.0
85300,2418.0,4804980.75,0.0
85325,2418.0,4804980.75,0.0
85410,2418.0,4804980.75,0.0
85440,2418.0,4804980.75,0.0
8558,2418.0,4804980.75,0.0
8560,2418.0,4804980.75,0.0
8573,2418.0,4804980.75,0.0
86001,2418.0,4804980.75,0.0
86320,2418.0,4804980.75,0.0
8634,2418.0,4804980.75,0.0
8638,2418.0,4804980.75,0.0
86568,2418.0,4804980.75,0.0
86569,2418.0,4804980.75,0.0
86755,2418.0,4804980.75,0.0
86757,2418.0,4804980.75,0.0
86760,2418.0,4804980.75,0.0
8685,2418.0,4804980.75,0.0
86865,2418.0,4804980.75,0.0
86885,2418.0,4804980.75,0.0
8758,2418.0,4804980.75,2.0
8832,2418.0,4804980.75,0.0
95001,2418.0,4804980.75,0.0
99001,2418.0,4804980.75,0.0
99773,2418.0,4804980.75,0.0
